Código SNISB,Nome da Barragem,Capacidade (hm3),Classe de Capacidade,Altura Acima da Fundação (m),Classe de Altura,Altura Acima do Terreno (m),Município,UF,Uso Principal,Espelho D'água,Fiscalizador,Latitude,Longitude,Categoria de Risco,Classe de DPA,Latitude (Graus),Longitude (Graus),ESRI_OID,x,y
331,GETULIO LUIZ BARCHET E OUTRO 2,0.731,V < 3 hm³,13.5,10 m < h < 15 m,13.5,PRIMAVERA DO LESTE,MT,Irrigação,,SEMA-MT,"15º18'20.0""S","54º29'8.0""W",Não Classificado,Não Classificado,-15.3058333333,-54.4858333333,706,-54.48583333299996,-15.305833332999953
330,GETULIO LUIZ BARCHET E OUTRO 1,0.5740000000000001,V < 3 hm³,10.6,10 m < h < 15 m,10.6,PRIMAVERA DO LESTE,MT,Irrigação,,SEMA-MT,"15º17'44.0""S","54º26'38.0""W",Não Classificado,Não Classificado,-15.295833333300001,-54.4438888889,705,-54.443888888999936,-15.295833332999962
334,ANGELO VIRGINIO DAL MOLIN,0.149,V < 3 hm³,5,h < 10 m,5,SORRISO,MT,Irrigação,,SEMA-MT,"13º03'56.0""S","55º47'44.0""W",Não Classificado,Não Classificado,-13.0658333333,-55.795833333299996,691,-55.79583333299996,-13.065833332999944
307,SERGIO ADÃO ESTEVES,0.039,V < 3 hm³,7.5,h < 10 m,7.5,SORRISO,MT,Irrigação,,SEMA-MT,"12º07'44.0""S","55º48'18.0""W",Não Classificado,Não Classificado,-12.1288888889,-55.805,676,-55.80499999999995,-12.128888888999938
306,RICARDO POTRICH - FAZ. POTRICH,0.138,V < 3 hm³,4,h < 10 m,4,SORRISO,MT,Irrigação,,SEMA-MT,"12º56'42.0""S","55º29'56.0""W",Não Classificado,Não Classificado,-12.945,-55.498888888900005,687,-55.49888888899994,-12.944999999999936
294,DILCEU ROSSATO - FAZENDA LUIZ EDUARDO,0.096,V < 3 hm³,5,h < 10 m,5,SORRISO,MT,Irrigação,,SEMA-MT,"12º14'34.0""S","55º50'20.0""W",Não Classificado,Não Classificado,-12.2427777778,-55.8388888889,679,-55.838888888999975,-12.242777777999947
279,EMILIO DIVINO RODRIGUES,0.001,V < 3 hm³,2.7,h < 10 m,2.2,PRIMAVERA DO LESTE,MT,Irrigação,,SEMA-MT,"15º16'18.0""S","54º29'38.0""W",Não Classificado,Não Classificado,-15.271944444399999,-54.4938888889,703,-54.49388888899995,-15.271944443999928
278,ERAI MAGGI SCHEFFER 3,0.259,V < 3 hm³,6.4,h < 10 m,6.4,CAMPO VERDE,MT,Aquicultura,,SEMA-MT,"15º19'22.0""S","54º51'38.0""W",Não Classificado,Não Classificado,-15.3227777778,-54.8608333333,708,-54.86083333299996,-15.322777777999931
277,ERAI MAGGI SCHEFFER 2,0.011000000000000001,V < 3 hm³,3,h < 10 m,3,CAMPO VERDE,MT,Aquicultura,,SEMA-MT,"15º18'38.0""S","54º53'24.0""W",Não Classificado,Não Classificado,-15.3108333333,-54.89,707,-54.889999999999986,-15.310833332999948
305,ROMELIO JOSE GARDIN - FAZENDA MEU PEDAÇO,0.059000000000000004,V < 3 hm³,4,h < 10 m,4,SORRISO,MT,Irrigação,,SEMA-MT,"12º13'26.0""S","55º39'54.0""W",Não Classificado,Não Classificado,-12.223888888900001,-55.665,678,-55.664999999999964,-12.223888888999966
304,CARLOS ALBERTO CAPELETTI - FAZENDA TOLEDO,0.07100000000000001,V < 3 hm³,5,h < 10 m,5,TAPURAH,MT,Irrigação,,SEMA-MT,"12º40'54.0""S","56º18'56.0""W",Não Classificado,Não Classificado,-12.6819444444,-56.3158333333,683,-56.315833332999944,-12.681944443999953
295,DILCEU ROSSATO - FAZENDA CAROL  1,0.051000000000000004,V < 3 hm³,6,h < 10 m,6,SORRISO,MT,Irrigação,,SEMA-MT,"12º05'52.0""S","55º48'50.0""W",Não Classificado,Não Classificado,-12.0977777778,-55.8138888889,675,-55.81388888899994,-12.097777777999966
293,DILCEU ROSSATO - FAZENDA CAROL 2,0.015000000000000001,V < 3 hm³,3.4,h < 10 m,3.4,SORRISO,MT,Irrigação,,SEMA-MT,"12º05'48.0""S","55º47'12.0""W",Não Classificado,Não Classificado,-12.0969444444,-55.7869444444,674,-55.78694444399997,-12.096944443999973
387,GUERINO FERRARIN,0.165,V < 3 hm³,5,h < 10 m,5,SANTA RITA DO TRIVELATO,MT,Irrigação,,SEMA-MT,"13º40'.0""S","55º23'24.0""W",Não Classificado,Não Classificado,-13.6669444444,-55.39,694,-55.389999999999986,-13.666944443999967
386,TIAGO STEFANELLO NOGUEIRA ,0.036000000000000004,V < 3 hm³,3.5,h < 10 m,3.5,SORRISO,MT,Irrigação,,SEMA-MT,"12º27'10.0""S","55º34'40.0""W",Não Classificado,Não Classificado,-12.452777777800002,-55.5777777778,682,-55.577777777999984,-12.452777777999927
382,Guará,4.091,3 hm³ < V < 75 hm³,15,10 m < h < 15 m,15,MUCUGÊ,BA,Irrigação,,INEMA/BA,"12º51'15.0""S","41º31'6.0""W",Não Classificado,Alto,-12.8544444444,-41.5186111111,490,-41.518611110999984,-12.854444443999967
381,Fazendas Reunidas Boa Sorte,0.001,V < 3 hm³,3,h < 10 m,3,BELMONTE,BA,Abastecimento humano,,INEMA/BA,"15º56'23.0""S","39º16'55.0""W",Não Classificado,Não Classificado,-15.9398888889,-39.2820277778,506,-39.28202777799993,-15.939888888999974
363,ALMERI DALMASO,0.075,V < 3 hm³,4.5,h < 10 m,4.5,SORRISO,MT,Irrigação,,SEMA-MT,"12º47'30.0""S","55º51'.0""W",Não Classificado,Não Classificado,-12.7919444444,-55.85,684,-55.849999999999966,-12.791944443999967
362,ARMIN KLIEWER,0.47900000000000004,V < 3 hm³,7.5,h < 10 m,6,QUERÊNCIA,MT,Irrigação, ,SEMA-MT,"12º16'8.0""S","52º14'2.0""W",Não Classificado,Não Classificado,-12.2688888889,-52.233888888900005,565,-52.23388888899996,-12.268888888999982
361,CLAIR NADIN,0.04,V < 3 hm³,4.4,h < 10 m,4.4,LUCAS DO RIO VERDE,MT,Irrigação,,SEMA-MT,"12º49'26.0""S","56º02'44.0""W",Não Classificado,Não Classificado,-12.823888888900001,-56.045833333299996,685,-56.04583333299996,-12.823888888999932
360,DEODATO LOPES,0.004,V < 3 hm³,1.6,h < 10 m,1.6,RONDONÓPOLIS,MT,Aquicultura,,SEMA-MT,"16º14'8.0""S","54º46'30.0""W",Não Classificado,Não Classificado,-16.2358333333,-54.775000000000006,59,-54.77499999999998,-16.23583333299996
365,Barrocão,0.396,V < 3 hm³,13,10 m < h < 15 m,13,MUCUGÊ,BA,Irrigação,,INEMA/BA,"12º57'57.0""S","41º34'46.0""W",Não Classificado,Alto,-12.9661111111,-41.5797222222,492,-41.57972222199993,-12.966111110999975
338,ATILIO ELIAS ROVARIS,0.09,V < 3 hm³,4,h < 10 m,4,NOVA UBIRATÃ,MT,Irrigação,,SEMA-MT,"13º00'20.0""S","55º11'56.0""W",Não Classificado,Não Classificado,-13.0058333333,-55.1988888889,690,-55.19888888899993,-13.005833332999941
337,LUIS CARLOS SCAPUCIN,0.10500000000000001,V < 3 hm³,6,h < 10 m,6,SORRISO,MT,Irrigação,,SEMA-MT,"12º21'46.0""S","55º57'18.0""W",Não Classificado,Não Classificado,-12.3627777778,-55.955000000000005,681,-55.954999999999984,-12.362777777999952
336,NELCI TEREZINHA SCHMITT LINK,0.008,V < 3 hm³,2.1,h < 10 m,2.1,JUÍNA,MT,Aquicultura,,SEMA-MT,"11º22'30.0""S","58º45'10.0""W",Não Classificado,Não Classificado,-11.375,-58.7527777778,831,-58.75277777799994,-11.374999999999943
335,EDSON DAL MOLIN,0.157,V < 3 hm³,4.5,h < 10 m,4.5,SORRISO,MT,Irrigação,,SEMA-MT,"11º55'44.0""S","55º50'42.0""W",Não Classificado,Não Classificado,-11.9288888889,-55.845000000000006,835,-55.84499999999997,-11.92888888899995
341,GILMAR VICENTE VENDRUSCULO,0.004,V < 3 hm³,4,h < 10 m,4,LUCAS DO RIO VERDE,MT,Irrigação,,SEMA-MT,"13º20'56.0""S","56º09'24.0""W",Não Classificado,Não Classificado,-13.3488888889,-56.1569444444,693,-56.156944443999976,-13.348888888999966
340,SILMAR DE SOUZA GONÇALVES,3.0380000000000003,3 hm³ < V < 75 hm³,6.47,h < 10 m,6.47,NOSSA SENHORA DO LIVRAMENTO,MT,Aquicultura,,SEMA-MT,"15º35'24.0""S","56º46'58.0""W",Não Classificado,Não Classificado,-15.59,-56.7827777778,717,-56.78277777799997,-15.589999999999975
339,CLAUDECI DOS SANTOS,0.006,V < 3 hm³,4,h < 10 m,4,ALTA FLORESTA,MT,Aquicultura,,SEMA-MT,"10º01'40.0""S","56º10'54.0""W",Não Classificado,Não Classificado,-10.027777777799999,-56.1819444444,821,-56.18194444399995,-10.027777777999972
276,ERAI MAGGI SCHEFFER 1,0.277,V < 3 hm³,8.5,h < 10 m,8.5,CAMPO VERDE,MT,Aquicultura,,SEMA-MT,"15º17'13.0""S","54º53'53.0""W",Não Classificado,Não Classificado,-15.2872222222,-54.8980555556,704,-54.898055555999974,-15.287222221999968
243,JUNIAS RONALD BRAUN,0.21300000000000002,V < 3 hm³,10.5,h < 10 m,8,PRIMAVERA DO LESTE,MT,Irrigação,,SEMA-MT,"15º27'46.0""S","54º09'42.0""W",Não Classificado,Não Classificado,-15.462777777800001,-54.16194444440001,710,-54.16194444399997,-15.462777777999975
219,MARIA NATALINA GRANDO,0.259,V < 3 hm³,9.5,h < 10 m,7,PRIMAVERA DO LESTE,MT,Irrigação,,SEMA-MT,"15º27'48.0""S","54º09'7.0""W",Não Classificado,Não Classificado,-15.4633888889,-54.1520277778,711,-54.15202777799993,-15.46338888899993
218,MINERAÇÃO APOENA S/A,0.881,V < 3 hm³,16.3,15 m < h < 30 m,16.3,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Abastecimento humano,,SEMA-MT,"14º48'54.0""S","59º39'41.0""W",Não Classificado,Não Classificado,-14.8151388889,-59.661472222200004,699,-59.661472221999986,-14.815138888999968
217,MIGUEL APARECIDO DO LAGO,0.021,V < 3 hm³,2,h < 10 m,2,PRIMAVERA DO LESTE,MT,Irrigação,,SEMA-MT,"15º16'17.0""S","54º29'38.0""W",Não Classificado,Não Classificado,-15.2716111111,-54.4940555556,702,-54.49405555599998,-15.27161111099997
1988,Barragem 27 Agriter,0.23700000000000002,V < 3 hm³,6,h < 10 m,6,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"16º18'41.0""S","47º39'6.0""W",Não Classificado,Não Classificado,-16.3116388889,-47.651666666699995,628,-47.65166666699997,-16.311638888999937
1987,Barragem João Luiz Gilioli,0.277,V < 3 hm³,7.7,h < 10 m,7.7,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º09'41.0""S","47º30'23.0""W",Não Classificado,Não Classificado,-16.1613888889,-47.5063888889,621,-47.506388888999936,-16.161388888999966
1986,Barragem Lauri Pooz,1.096,V < 3 hm³,9,h < 10 m,8,ÁGUA FRIA DE GOIÁS,GO,Irrigação, ,SECIMA/GO,"14º48'40.0""S","47º43'9.0""W",Não Classificado,Não Classificado,-14.8111666667,-47.7192222222,760,-47.719222221999985,-14.811166666999952
1985,Barragem 2 Daniel Finco,0.658,V < 3 hm³,10,h < 10 m,10,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º07'40.0""S","47º37'19.0""W",Não Classificado,Não Classificado,-16.127777777800002,-47.6221666667,619,-47.62216666699993,-16.12777777799994
1984,Barragem Bambuí_V,0.10500000000000001,V < 3 hm³,5.4,h < 10 m,4.3,BUJARI,AC,Aquicultura,,IMAC / AC,"09º44'40.0""S","68º05'2.0""W",Não Classificado,Não Classificado,-9.7445277778,-68.084,934,-68.08399999999995,-9.744527777999963
1983,Barragem Monte Alegre 2,0.05,V < 3 hm³,3.6,h < 10 m,2.8000000000000003,XAPURI,AC,Aquicultura,,IMAC / AC,"10º42'36.0""S","68º17'.0""W",Não Classificado,Não Classificado,-10.710138888900001,-68.2835277778,936,-68.28352777799995,-10.71013888899995
1982,Barragem Monte Alegre 1,0.26,V < 3 hm³,4.5,h < 10 m,3.5,XAPURI,AC,Aquicultura,,IMAC / AC,"10º43'7.0""S","68º16'53.0""W",Não Classificado,Não Classificado,-10.718874999999999,-68.2816111111,935,-68.28161111099996,-10.718874999999969
1981,Barragem EstÃ¢ncia PA 2,0.008,V < 3 hm³,3.5,h < 10 m,2.3000000000000003,SENADOR GUIOMARD,AC,Aquicultura,,IMAC / AC,"10º07'9.0""S","67º29'54.0""W",Não Classificado,Não Classificado,-10.11925,-67.49852777779999,882,-67.49852777799998,-10.119249999999965
1980,Barragem EstÃ¢ncia PA 1,0.04,V < 3 hm³,4.6000000000000005,h < 10 m,3.2,SENADOR GUIOMARD,AC,Aquicultura,,IMAC / AC,"10º07'9.0""S","67º29'58.0""W",Não Classificado,Não Classificado,-10.11925,-67.4994722222,883,-67.49947222199995,-10.119249999999965
1979,Barragem Campos do Iguatu 2,0.065,V < 3 hm³,5,h < 10 m,3.5,BUJARI,AC,Aquicultura,,IMAC / AC,"09º45'52.0""S","67º55'7.0""W",Não Classificado,Não Classificado,-9.7645555556,-67.91875,930,-67.91874999999999,-9.764555555999948
1977,Barragem Campos do Iguatu 1,0.109,V < 3 hm³,6.3,h < 10 m,5.5,BUJARI,AC,Aquicultura,,IMAC / AC,"09º45'38.0""S","67º54'59.0""W",Não Classificado,Não Classificado,-9.7608251866,-67.91663004669999,929,-67.91663004699996,-9.760825186999966
1976,Barragem Tucano 3_AC3,0.232,V < 3 hm³,4.2,h < 10 m,3,BUJARI,AC,Aquicultura,,IMAC / AC,"09º46'47.0""S","68º03'48.0""W",Não Classificado,Não Classificado,-9.7798888889,-68.0635833333,933,-68.06358333299994,-9.779888888999949
1975,Barragem Tucano 2_AC2,0.126,V < 3 hm³,4.6000000000000005,h < 10 m,3,BUJARI,AC,Aquicultura,,IMAC / AC,"09º46'34.0""S","68º03'43.0""W",Não Classificado,Não Classificado,-9.776305555599999,-68.06216666670001,932,-68.06216666699999,-9.776305555999954
1974,Barragem Tucano 1_AC1,0.08,V < 3 hm³,4.4,h < 10 m,3,BUJARI,AC,Aquicultura,,IMAC / AC,"09º46'18.0""S","68º03'19.0""W",Não Classificado,Não Classificado,-9.7718055556,-68.0553611111,931,-68.05536111099997,-9.771805555999947
1973,Barragem Centrinho 7,0.015000000000000001,V < 3 hm³,5.4,h < 10 m,4.5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º54'37.0""S","69º07'53.0""W",Não Classificado,Não Classificado,-10.9103333333,-69.1316111111,942,-69.13161111099998,-10.910333332999926
1972,Barragem Centrinho 6,0.13,V < 3 hm³,6.3,h < 10 m,5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º55'8.0""S","69º08'14.0""W",Não Classificado,Não Classificado,-10.9191111111,-69.13747222219999,946,-69.13747222199999,-10.91911111099995
1971,Barragem Centrinho 5,0.12,V < 3 hm³,6.3,h < 10 m,5.6000000000000005,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º54'30.0""S","69º08'6.0""W",Não Classificado,Não Classificado,-10.9085277778,-69.13525,944,-69.13524999999998,-10.90852777799995
1970,Barragem Centrinho 4,0.07,V < 3 hm³,6.5,h < 10 m,5.5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º54'12.0""S","69º08'4.0""W",Não Classificado,Não Classificado,-10.9034444444,-69.1346388889,943,-69.13463888899997,-10.903444443999945
1969,Barragem Centrinho 3,0.09,V < 3 hm³,6.3,h < 10 m,5.2,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º55'36.0""S","69º08'5.0""W",Não Classificado,Não Classificado,-10.9267222222,-69.1348055556,945,-69.13480555599995,-10.926722221999967
1968,Barragem Centrinho 2 ,0.22,V < 3 hm³,6.4,h < 10 m,5.5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º55'4.0""S","69º07'51.0""W",Não Classificado,Não Classificado,-10.9179166667,-69.1310277778,941,-69.13102777799998,-10.917916666999929
1967,Barragem Centrinho 1,0.31,V < 3 hm³,7.3,h < 10 m,6.5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º54'18.0""S","69º07'47.0""W",Não Classificado,Não Classificado,-10.905194444400001,-69.12997222220001,940,-69.12997222199994,-10.90519444399996
1966,Barragem São Domingos 3,0.016,V < 3 hm³,5.3,h < 10 m,4,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º50'14.0""S","69º04'32.0""W",Não Classificado,Não Classificado,-10.8373291312,-69.07578978820001,937,-69.07578978799995,-10.837329130999933
1965,Barragem São Domingos 2,0.013000000000000001,V < 3 hm³,5.5,h < 10 m,4.5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º50'52.0""S","69º05'5.0""W",Não Classificado,Não Classificado,-10.8479948381,-69.0848287836,938,-69.08482878399997,-10.847994837999977
1964,Barragem São Domingos 1,0.047,V < 3 hm³,6.5,h < 10 m,5,BRASILÉIA,AC,Aquicultura,,IMAC / AC,"10º50'57.0""S","69º05'11.0""W",Não Classificado,Não Classificado,-10.8493888889,-69.0864722222,939,-69.08647222199994,-10.849388888999954
1963,Barragem 1 Daniel Finco,1.4280000000000002,V < 3 hm³,12.5,10 m < h < 15 m,12.5,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"16º07'10.0""S","47º37'35.0""W",Não Classificado,Não Classificado,-16.1196388889,-47.6265833333,618,-47.626583332999985,-16.11963888899993
1962,Barragem Júlio Bernardes,0.775,V < 3 hm³,5.5,h < 10 m,5.5,JUSSARA,GO,Irrigação, ,SECIMA/GO,"15º38'13.0""S","51º26'4.0""W",Não Classificado,Não Classificado,-15.6372222222,-51.4347222222,73,-51.43472222199995,-15.637222221999934
1961,Barragem Álvaro Amorim,0.77,V < 3 hm³,10,h < 10 m,9,SANTA FÉ DE GOIÁS,GO,Irrigação, ,SECIMA/GO,"15º38'59.0""S","51º09'7.0""W",Não Classificado,Não Classificado,-15.64975,-51.152222222199995,74,-51.15222222199998,-15.649749999999926
1960,Barragem Maria Consuelo,0.538,V < 3 hm³,3.5,h < 10 m,3.5,GOUVELÂNDIA,GO,Irrigação, ,SECIMA/GO,"18º35'36.0""S","50º05'43.0""W",Não Classificado,Não Classificado,-18.5936111111,-50.0955,58,-50.09549999999996,-18.593611110999973
1959,Barragem Lasa Lago Azul,0.79,V < 3 hm³,10,h < 10 m,9,IPAMERI,GO,Irrigação, ,SECIMA/GO,"17º14'18.0""S","47º40'21.0""W",Não Classificado,Não Classificado,-17.2386111111,-47.6726388889,549,-47.672638888999984,-17.238611110999955
1933,Barragem 2 Alexandre Funari,0.6990000000000001,V < 3 hm³,7.5,h < 10 m,6,NOVA CRIXÁS,GO,Irrigação, ,SECIMA/GO,"14º04'18.0""S","50º25'27.0""W",Não Classificado,Não Classificado,-14.0716666667,-50.424361111100005,576,-50.42436111099994,-14.071666666999931
1932,Barragem 3 Alexandre Funari,1.574,V < 3 hm³,13.5,10 m < h < 15 m,11,NOVA CRIXÁS,GO,Irrigação, ,SECIMA/GO,"14º04'45.0""S","50º26'14.0""W",Não Classificado,Não Classificado,-14.0791666667,-50.4373055556,577,-50.437305555999956,-14.079166666999981
1906,Barragem Oli Fiorese,0.79,V < 3 hm³,13,10 m < h < 15 m,11,ÁGUA FRIA DE GOIÁS,GO,Irrigação, ,SECIMA/GO,"14º49'24.0""S","47º43'36.0""W",Não Classificado,Não Classificado,-14.8236111111,-47.7268888889,761,-47.72688888899995,-14.823611110999934
1905,Barragem José Fava,1.8800000000000001,V < 3 hm³,22.5,15 m < h < 30 m,21,CAMPO ALEGRE DE GOIÁS,GO,Irrigação, ,SECIMA/GO,"17º29'57.0""S","47º49'57.0""W",Não Classificado,Não Classificado,-17.499277777800003,-47.832527777799996,558,-47.832527777999985,-17.499277777999964
1893,Barragem Coimbra,0.366,V < 3 hm³,4,h < 10 m,4,OURO PRETO DO OESTE,RO,Aquicultura,,SEDAM/RO,"10º39'58.0""S","62º07'46.0""W",Não Classificado,Não Classificado,-10.6663611111,-62.1295,840,-62.12949999999995,-10.666361110999958
1829,Barragem Sapec,1.228,V < 3 hm³,4,h < 10 m,4,ARIQUEMES,RO,Aquicultura,,SEDAM/RO,"09º50'24.0""S","62º38'37.0""W",Não Classificado,Não Classificado,-9.84025,-62.64375,852,-62.643749999999955,-9.840249999999969
1823,Barragem Madrios,0.099,V < 3 hm³,5,h < 10 m,5,ARIQUEMES,RO,Aquicultura,,SEDAM/RO,"09º46'32.0""S","62º31'27.0""W",Não Classificado,Não Classificado,-9.77575,-62.524416666700006,846,-62.52441666699997,-9.77574999999996
1818,Barragem Nova Querêrencia,0.26,V < 3 hm³,4,h < 10 m,4,CACAULÂNDIA,RO,Aquicultura,,SEDAM/RO,"10º22'31.0""S","63º05'53.0""W",Não Classificado,Não Classificado,-10.375416666700001,-63.09830555560001,872,-63.09830555599996,-10.375416666999968
1817,Barragem Sol Nascente,0.403,V < 3 hm³,4,h < 10 m,4,RIO CRESPO,RO,Aquicultura,,SEDAM/RO,"09º45'5.0""S","62º38'16.0""W",Não Classificado,Não Classificado,-9.7516388889,-62.638000000000005,849,-62.63799999999998,-9.751638888999935
1816,Barragem João Leite Saneago,129,75 hm³ < V < 200 hm³,53.5,30 m < h < 70 m,46.5,GOIÂNIA,GO,Abastecimento humano,Barragem João Leite,SECIMA/GO,"16º34'.0""S","49º12'44.0""W",Não Classificado,Não Classificado,-16.5668333333,-49.2124166667,29,-49.21241666699996,-16.566833332999977
1810,Barragem Abrolhos,0.9710000000000001,V < 3 hm³,5,h < 10 m,5,ARIQUEMES,RO,Aquicultura,,SEDAM/RO,"10º04'56.0""S","62º57'7.0""W",Não Classificado,Não Classificado,-10.0824166667,-62.952055555600005,859,-62.95205555599995,-10.082416666999961
1809,Barragem Topazio,0.897,V < 3 hm³,5,h < 10 m,5,ARIQUEMES,RO,Aquicultura,,SEDAM/RO,"09º55'44.0""S","63º12'43.0""W",Não Classificado,Não Classificado,-9.9291388889,-63.2121944444,873,-63.21219444399998,-9.929138888999944
1807,Barragem Resende,0.643,V < 3 hm³,4,h < 10 m,4,ARIQUEMES,RO,Aquicultura,,SEDAM/RO,"10º04'30.0""S","63º05'5.0""W",Não Classificado,Não Classificado,-10.0751111111,-63.0848611111,871,-63.08486111099995,-10.075111110999956
1805,Barragem Marajú,0.806,V < 3 hm³,4,h < 10 m,4,THEOBROMA,RO,Aquicultura,,SEDAM/RO,"09º58'27.0""S","62º25'51.0""W",Não Classificado,Não Classificado,-9.9741944444,-62.4309444444,843,-62.43094444399998,-9.974194443999977
1804,Barragem Fabel,0.48,V < 3 hm³,6,h < 10 m,6,RIO CRESPO,RO,Aquicultura,,SEDAM/RO,"09º45'36.0""S","62º38'51.0""W",Não Classificado,Não Classificado,-9.76025,-62.6477222222,851,-62.64772222199997,-9.760249999999928
2040,Barragem T45,0.025,V < 3 hm³,4.2,h < 10 m,3.4,SENADOR GUIOMARD,AC,Aquicultura,,IMAC / AC,"10º11'51.0""S","67º40'3.0""W",Não Classificado,Não Classificado,-10.1977454296,-67.6676139149,926,-67.66761391499995,-10.19774542999994
2039,Barragem T44,0.005,V < 3 hm³,4.1,h < 10 m,3,SENADOR GUIOMARD,AC,Aquicultura,,IMAC / AC,"10º11'25.0""S","67º39'59.0""W",Não Classificado,Não Classificado,-10.1904973053,-67.6665801648,925,-67.66658016499997,-10.190497304999951
2146,Barragem CBB,1.062,V < 3 hm³,3.5,h < 10 m,3.5,VILA BOA,GO,Irrigação, ,SECIMA/GO,"14º50'13.0""S","47º07'34.0""W",Não Classificado,Não Classificado,-14.8372222222,-47.12625,762,-47.12624999999997,-14.83722222199998
2145,Barragem Vale do Rio Grande Reflorestamento,1.3800000000000001,V < 3 hm³,7,h < 10 m,7,CATALÃO,GO,Irrigação, ,SECIMA/GO,"17º37'52.0""S","47º31'23.0""W",Não Classificado,Não Classificado,-17.6311388889,-47.523194444400005,560,-47.523194443999955,-17.631138888999942
2144,Barragem 1 Agropecuária Buriti dos Negros,0.795,V < 3 hm³,7,h < 10 m,7,CATALÃO,GO,Irrigação, ,SECIMA/GO,"17º39'.0""S","47º22'40.0""W",Não Classificado,Não Classificado,-17.650000000000002,-47.3777777778,563,-47.37777777799994,-17.649999999999977
2143,Barragem 1 Agropecuária Rio Paraíso,2.458,V < 3 hm³,12.5,10 m < h < 15 m,12.5,JATAÍ,GO,Regularização de vazão,CGH Agropecuária Rio Paraíso,SECIMA/GO,"17º47'43.0""S","51º36'21.0""W",Não Classificado,Não Classificado,-17.7952777778,-51.606,47,-51.60599999999994,-17.795277777999956
2142,Barragem Henrique Gonzatti,0.993,V < 3 hm³,7,h < 10 m,7,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"16º34'55.0""S","47º28'12.0""W",Não Classificado,Não Classificado,-16.5820277778,-47.47,520,-47.46999999999997,-16.58202777799994
2141,Barragem Rogério Tobias Andrade,0.502,V < 3 hm³,10,h < 10 m,10,URUAÇU,GO,Irrigação, ,SECIMA/GO,"14º22'24.0""S","49º07'59.0""W",Não Classificado,Não Classificado,-14.3734722222,-49.1333333333,580,-49.13333333299994,-14.373472221999975
